airport,text,x_min,y_min,x_max,y_max,page_height,page_width,is_known_runway
abq,G,215.7383,188.6558,223.5412,196.2181,594.0000,387.3600,0
abq,AIRPORT,18.1881,27.6896,69.6565,41.1470,594.0000,387.3600,0
abq,DIAGRAM,72.6642,27.6896,130.1361,41.1470,594.0000,387.3600,0
abq,"ALBUQUERQUE,",285.0828,34.6125,329.9644,40.8596,594.0000,387.3600,0
abq,NEW,331.4124,34.6125,344.6007,40.8596,594.0000,387.3600,0
abq,MEXICO,346.0487,34.6125,368.8920,40.8596,594.0000,387.3600,0
abq,ALBUQUERQUE,226.2132,24.6668,285.9808,33.3177,594.0000,387.3600,0
abq,INTL,287.9733,24.6668,306.1212,33.3177,594.0000,387.3600,0
abq,SUNPORT,308.1137,24.6668,344.4254,33.3177,594.0000,387.3600,0
abq,5305,336.1389,58.9863,342.3860,74.9450,594.0000,387.3600,0
abq,ELEV,328.9334,59.5627,335.1805,73.6408,594.0000,387.3600,0
abq,106°37'W,25.3622,136.8066,31.6093,165.0280,594.0000,387.3600,0
abq,106°36'W,24.8578,246.6917,31.1049,274.9131,594.0000,387.3600,0
abq,106°35'W,25.0740,356.7209,31.3211,384.9422,594.0000,387.3600,0
abq,106°34'W,355.2337,466.4619,361.4808,494.6832,594.0000,387.3600,0
abq,3,324.3250,50.9223,332.0537,58.6510,594.0000,387.3600,1
abq,(ABQ),343.7362,24.9260,373.4694,34.0572,594.0000,387.3600,0
abq,5312,151.9759,83.0035,158.2230,98.9622,594.0000,387.3600,0
abq,ELEV,144.9144,83.5800,151.1615,97.6581,594.0000,387.3600,0
abq,12,147.2678,123.7032,157.9487,134.0221,594.0000,387.3600,1
abq,21,159.2995,210.0791,169.5334,220.3130,594.0000,387.3600,1
abq,E,159.8904,158.3513,166.1375,163.0344,594.0000,387.3600,0
abq,E,160.1274,196.1766,166.3745,200.8597,594.0000,387.3600,0
abq,E3,149.9562,142.9720,157.8322,149.2191,594.0000,387.3600,0
abq,G1,167.7633,135.1669,179.8595,146.0099,594.0000,387.3600,0
abq,F1,227.0391,137.6808,237.1281,147.5872,594.0000,387.3600,0
abq,E1,146.2192,114.3079,156.3246,121.0330,594.0000,387.3600,0
abq,G2,219.6024,195.9666,231.2256,207.0753,594.0000,387.3600,0
abq,F2,242.7798,110.5673,252.4923,120.3890,594.0000,387.3600,0
abq,F3,256.6144,107.7572,266.3270,117.5788,594.0000,387.3600,0
abq,F4,259.5968,93.8214,269.3502,103.6272,594.0000,387.3600,0
abq,F5,269.0767,84.9137,279.2612,94.8356,594.0000,387.3600,0
abq,G3,235.6710,215.3496,247.2941,226.4583,594.0000,387.3600,0
abq,8,145.5827,105.8757,150.2657,112.1228,594.0000,387.3600,1
abq,13793,139.8589,199.8448,146.2580,218.7493,594.0000,387.3600,0
abq,X,140.0160,219.3299,146.3010,224.0633,594.0000,387.3600,0
abq,150,140.0587,224.6192,146.4006,236.4381,594.0000,387.3600,0
abq,C,137.2763,165.7493,144.1192,172.2360,594.0000,387.3600,0
abq,A,132.7874,174.2653,139.0446,178.9612,594.0000,387.3600,0
abq,B,126.8238,175.6574,133.2734,180.6151,594.0000,387.3600,0
abq,A,133.1721,184.3022,139.4768,189.0623,594.0000,387.3600,0
abq,D,138.1281,188.5127,144.8929,194.9117,594.0000,387.3600,0
abq,A,133.4379,209.0702,139.6931,213.7637,594.0000,387.3600,0
abq,B,127.3852,215.2670,133.6404,219.9604,594.0000,387.3600,0
abq,A,134.9936,121.0544,141.2407,125.7372,594.0000,387.3600,0
abq,A3,134.1243,143.0494,145.1740,149.5071,594.0000,387.3600,0
abq,A2,134.3468,128.1411,145.3537,134.5199,594.0000,387.3600,0
abq,A1,133.4913,115.2435,144.4564,121.5496,594.0000,387.3600,0
abq,M1,121.1686,194.3493,133.1478,200.8696,594.0000,387.3600,0
abq,35°03'N,100.6755,517.6216,106.9226,542.0844,594.0000,387.3600,0
abq,26,145.2832,423.3412,153.5089,429.5883,594.0000,387.3600,1
abq,E,159.3086,300.7997,165.5611,305.4903,594.0000,387.3600,0
abq,E,159.0924,387.3387,165.3449,392.0293,594.0000,387.3600,0
abq,E12,155.1872,416.9973,168.5570,423.2670,594.0000,387.3600,0
abq,E9,149.0716,334.5807,159.0152,341.0317,594.0000,387.3600,0
abq,E6,150.7758,262.8417,161.4015,272.9039,594.0000,387.3600,0
abq,E7,151.6979,278.0234,161.4584,288.0755,594.0000,387.3600,0
abq,E8,151.9084,309.8990,161.7639,319.9448,594.0000,387.3600,0
abq,M8,156.6048,461.1091,162.8700,466.3683,594.0000,387.3600,0
abq,M8,159.3182,434.6077,165.5821,439.8656,594.0000,387.3600,0
abq,B,127.5293,252.5198,133.7845,257.2133,594.0000,387.3600,0
abq,A,132.2850,275.2174,138.5402,279.9109,594.0000,387.3600,0
abq,RAMPS,93.3460,259.5054,112.3648,278.4400,594.0000,387.3600,0
abq,MILITARY,102.2771,238.0745,124.8206,260.5048,594.0000,387.3600,0
abq,APRON,117.4466,253.8836,124.3446,274.5032,594.0000,387.3600,0
abq,D,117.2354,276.2027,123.6296,281.0831,594.0000,387.3600,0
abq,B5,123.6191,230.6291,133.6751,237.1268,594.0000,387.3600,0
abq,A9,124.2320,333.9112,135.4409,340.6700,594.0000,387.3600,0
abq,A9,134.7934,334.5709,145.9122,341.1566,594.0000,387.3600,0
abq,A6,135.5350,261.4985,145.5518,272.4296,594.0000,387.3600,0
abq,A7,136.2344,278.9766,145.9533,289.8401,594.0000,387.3600,0
abq,A8,136.3479,310.1244,147.0496,320.9613,594.0000,387.3600,0
abq,M3,124.6049,314.6819,136.6125,321.2586,594.0000,387.3600,0
abq,M2,120.8715,245.3476,133.0365,252.2571,594.0000,387.3600,0
abq,A5,136.4767,235.7852,147.1615,246.6328,594.0000,387.3600,0
abq,STATION,111.4689,371.3483,117.7160,397.0137,594.0000,387.3600,0
abq,FIRE,104.2634,378.4097,110.5105,391.3962,594.0000,387.3600,0
abq,A,132.8614,351.8848,139.1166,356.5783,594.0000,387.3600,0
abq,A,133.4379,392.5963,139.6931,397.2898,594.0000,387.3600,0
abq,A10,132.2539,369.8836,146.7573,376.1952,594.0000,387.3600,0
abq,A11,132.4597,405.3282,147.0488,411.8478,594.0000,387.3600,0
abq,A12,132.5996,415.2992,147.1847,421.8062,594.0000,387.3600,0
abq,APRON,120.0007,289.7693,126.2907,307.5800,594.0000,387.3600,0
abq,E,119.9899,308.8778,126.2447,312.1012,594.0000,387.3600,0
abq,APRON,97.0388,236.3452,115.9578,255.1808,594.0000,387.3600,0
abq,B,92.3646,252.0700,100.1026,259.8168,594.0000,387.3600,0
abq,ANG,110.6763,438.2881,116.9234,452.6126,594.0000,387.3600,0
abq,RAMP,110.6763,454.2659,116.9234,473.0081,594.0000,387.3600,0
abq,TERMINAL,84.1598,110.7944,90.4069,142.0630,594.0000,387.3600,0
abq,APRON,86.3935,150.4972,92.6406,171.7909,594.0000,387.3600,0
abq,TERMINAL,79.1879,146.5341,85.4350,177.8027,594.0000,387.3600,0
abq,TWR,84.7348,209.0065,90.9819,223.2102,594.0000,387.3600,0
abq,OPS,87.4023,230.9835,93.6494,244.2074,594.0000,387.3600,0
abq,BASE,80.1967,229.6145,86.4438,245.8251,594.0000,387.3600,0
abq,AREA,87.3302,299.3645,93.5773,316.8013,594.0000,387.3600,0
abq,AND,87.3302,318.4027,93.5773,332.2778,594.0000,387.3600,0
abq,HANGARS,87.3302,333.8793,93.5773,364.8388,594.0000,387.3600,0
abq,MILITARY,80.1247,298.2116,86.3718,327.3627,594.0000,387.3600,0
abq,OPERATIONS,80.1247,328.8536,86.3718,365.9604,594.0000,387.3600,0
abq,H,190.4214,209.6057,198.3486,217.5062,594.0000,387.3600,0
abq,C,165.4501,165.3890,172.2930,171.8757,594.0000,387.3600,0
abq,J,173.4199,158.8644,181.2059,166.4996,594.0000,387.3600,0
abq,G,165.3699,124.9236,173.1727,132.4859,594.0000,387.3600,0
abq,C,227.5179,162.4766,234.3611,168.9633,594.0000,387.3600,0
abq,D,176.0664,184.8142,182.8305,191.2133,594.0000,387.3600,0
abq,C,114.6408,170.9098,121.4822,177.3952,594.0000,387.3600,0
abq,C4,246.6218,163.6311,253.1882,172.5873,594.0000,387.3600,0
abq,C5,255.9735,163.6311,262.5400,172.5873,594.0000,387.3600,0
abq,E4,151.8152,177.1920,161.9662,183.9973,594.0000,387.3600,0
abq,A4B4,126.0933,177.8352,145.8202,185.6949,594.0000,387.3600,0
abq,RUN-UP,269.0536,187.3961,275.3007,211.5351,594.0000,387.3600,0
abq,APRON,261.8481,188.0956,268.0952,209.3893,594.0000,387.3600,0
abq,X,149.4267,242.0248,155.6331,248.2531,594.0000,387.3600,0
abq,X,153.6983,237.0948,159.9047,243.3230,594.0000,387.3600,0
abq,D,147.4119,187.4622,155.5077,195.7297,594.0000,387.3600,0
abq,6000,180.9057,164.5445,195.3747,180.3881,594.0000,387.3600,0
abq,X,190.9054,176.9615,198.7078,184.5269,594.0000,387.3600,0
abq,150,196.4449,183.8401,208.6916,196.9244,594.0000,387.3600,0
abq,AVIATION,220.5550,71.3039,226.8021,101.1150,594.0000,387.3600,0
abq,AREA,220.5550,102.6400,226.8021,119.2444,594.0000,387.3600,0
abq,GENERAL,213.3496,81.1807,219.5967,110.7755,594.0000,387.3600,0
abq,082.5°,150.5313,151.0396,156.9448,171.7154,594.0000,387.3600,0
abq,262.6°,140.7956,349.2164,147.2090,369.8922,594.0000,387.3600,0
abq,036.9°,302.8475,70.2585,321.8940,89.2348,594.0000,387.3600,0
abq,216.9°,171.4613,198.8389,190.5075,217.8151,594.0000,387.3600,0
abq,120.9°,159.3980,137.5232,177.2020,157.5073,594.0000,387.3600,0
abq,301.0°,219.9761,213.4430,237.7781,233.4253,594.0000,387.3600,0
abq,25331,18.3322,565.5198,37.1860,571.7669,594.0000,387.3600,0
abq,25331,18.3322,20.1293,37.1860,26.3764,594.0000,387.3600,0
abq,"S-65,",342.8964,393.3323,349.1435,409.1100,594.0000,387.3600,0
abq,"D-120,",342.8964,410.9541,349.1435,431.6444,594.0000,387.3600,0
abq,2D-155,342.8964,433.4884,349.1435,456.0228,594.0000,387.3600,0
abq,PCR,335.6909,393.4783,341.9380,407.5574,594.0000,387.3600,0
abq,460,335.6909,409.4197,341.9380,420.5936,594.0000,387.3600,0
abq,R/D/W/T,335.6909,422.4559,341.9380,450.5992,594.0000,387.3600,0
abq,RWY,328.4855,378.5799,334.7326,394.7058,594.0000,387.3600,0
abq,12-30,328.4855,396.4339,334.7326,412.5598,594.0000,387.3600,0
abq,"S-100,",321.2800,393.3380,327.5271,412.8112,594.0000,387.3600,0
abq,"D-210,",321.2800,414.6559,327.5271,435.3541,594.0000,387.3600,0
abq,"2D-360,",321.2800,437.1989,327.5271,461.5865,594.0000,387.3600,0
abq,2D/2D2-720,321.2800,463.4313,327.5271,500.7322,594.0000,387.3600,0
abq,PCR,314.0746,393.3978,320.3217,407.4007,594.0000,387.3600,0
abq,700,314.0746,409.2529,320.3217,420.3664,594.0000,387.3600,0
abq,R/B/W/T,314.0746,422.2187,320.3217,449.8022,594.0000,387.3600,0
abq,RWY,306.8691,378.5799,313.1162,394.7058,594.0000,387.3600,0
abq,08-26,306.8691,396.4339,313.1162,412.5598,594.0000,387.3600,0
abq,"S-100,",299.6637,393.3380,305.9108,412.8112,594.0000,387.3600,0
abq,"D-210,",299.6637,414.6559,305.9108,435.3541,594.0000,387.3600,0
abq,"2D-360,",299.6637,437.1989,305.9108,461.5865,594.0000,387.3600,0
abq,2D/2D2-720,299.6637,463.4313,305.9108,500.7322,594.0000,387.3600,0
abq,PCR,292.4583,393.4783,298.7054,407.5574,594.0000,387.3600,0
abq,800,292.4583,409.4197,298.7054,420.5936,594.0000,387.3600,0
abq,R/D/W/T,292.4583,422.4559,298.7054,450.5992,594.0000,387.3600,0
abq,RWY,285.2528,378.5799,291.4999,394.7058,594.0000,387.3600,0
abq,03-21,285.2528,396.4339,291.4999,412.5598,594.0000,387.3600,0
abq,F8,315.5081,49.1871,325.6926,59.1090,594.0000,387.3600,0
abq,F7,287.8275,77.2072,297.6263,86.9990,594.0000,387.3600,0
abq,PDC,84.7898,533.0481,91.0369,545.2734,594.0000,387.3600,0
abq,CPDLC,77.5844,526.2040,83.8315,545.2728,594.0000,387.3600,0
abq,119.2,70.3790,508.8441,76.6261,526.3488,594.0000,387.3600,0
abq,259.3,70.3790,528.2938,76.6261,545.7985,594.0000,387.3600,0
abq,CLNC,63.1735,515.8924,69.4206,532.6322,594.0000,387.3600,0
abq,DEL,63.1735,534.2014,69.4206,546.4031,594.0000,387.3600,0
abq,121.9,55.9681,508.8076,62.2152,526.3123,594.0000,387.3600,0
abq,348.6,55.9681,528.2573,62.2152,545.7620,594.0000,387.3600,0
abq,GND,48.7627,513.8560,55.0098,528.4706,594.0000,387.3600,0
abq,CON,48.7627,530.1574,55.0098,544.4009,594.0000,387.3600,0
abq,120.3,41.5572,508.6372,47.8043,526.1419,594.0000,387.3600,0
abq,351.9,41.5572,528.0869,47.8043,545.5917,594.0000,387.3600,0
abq,ALBUQUERQUE,34.3518,476.1120,40.5989,522.1409,594.0000,387.3600,0
abq,TOWER,34.3518,523.6754,40.5989,545.4960,594.0000,387.3600,0
abq,118.0,27.1464,508.4668,33.3935,525.9715,594.0000,387.3600,0
abq,257.7,27.1464,527.9165,33.3935,545.4212,594.0000,387.3600,0
abq,D-ATIS,19.9409,525.4893,26.1880,545.8875,594.0000,387.3600,0
abq,0.5%,152.4687,355.2691,158.8251,368.8591,594.0000,387.3600,0
abq,DOW,152.6037,372.0078,158.9621,385.8931,594.0000,387.3600,0
abq,N,152.7282,387.4544,159.0132,392.1879,594.0000,387.3600,0
abq,APRON,74.1850,183.2473,80.4321,204.5410,594.0000,387.3600,0
abq,FIRE,66.9795,179.6877,73.2266,192.7209,594.0000,387.3600,0
abq,BASE,66.9795,194.2245,73.2266,209.5972,594.0000,387.3600,0
abq,C,79.2002,272.9483,87.0385,280.8850,594.0000,387.3600,0
abq,APRON,69.2966,262.6443,88.8399,281.1154,594.0000,387.3600,0
abq,B6,123.6418,261.4317,131.6039,267.6788,594.0000,387.3600,0
abq,M7,127.8175,427.2088,139.1493,438.7004,594.0000,387.3600,0
abq,M6,123.6732,411.4905,135.6529,422.8682,594.0000,387.3600,0
abq,F6,277.4069,77.7657,287.5914,87.6877,594.0000,387.3600,0
abq,"SW-1,",5.0000,340.1707,12.8120,359.6167,594.0000,387.3600,0
abq,19,5.0000,328.4947,12.8120,336.2787,594.0000,387.3600,0
abq,FEB,5.0000,312.9337,12.8120,326.5487,594.0000,387.3600,0
abq,2026,5.0000,295.4197,12.8120,310.9877,594.0000,387.3600,0
abq,to,5.0000,285.6897,12.8120,291.5277,594.0000,387.3600,0
abq,19,5.0000,274.0137,12.8120,281.7977,594.0000,387.3600,0
abq,MAR,5.0000,256.5137,12.8120,272.0677,594.0000,387.3600,0
abq,2026,5.0000,238.9997,12.8120,254.5677,594.0000,387.3600,0
abq,"SW-1,",374.2480,239.0000,382.0600,258.4460,594.0000,387.3600,0
abq,19,374.2480,262.3380,382.0600,270.1220,594.0000,387.3600,0
abq,FEB,374.2480,272.0680,382.0600,285.6830,594.0000,387.3600,0
abq,2026,374.2480,287.6290,382.0600,303.1970,594.0000,387.3600,0
abq,to,374.2480,307.0890,382.0600,312.9270,594.0000,387.3600,0
abq,19,374.2480,316.8190,382.0600,324.6030,594.0000,387.3600,0
abq,MAR,374.2480,326.5490,382.0600,342.1030,594.0000,387.3600,0
abq,2026,374.2480,344.0490,382.0600,359.6170,594.0000,387.3600,0
alb,(ALB),345.6238,558.4563,373.3260,567.1073,594.0000,387.3600,0
alb,"ALBANY,",298.0701,549.6516,329.9463,557.3422,594.0000,387.3600,0
alb,NEW,331.7509,549.6516,348.1870,557.3422,594.0000,387.3600,0
alb,YORK,349.9916,549.6516,370.4412,557.3422,594.0000,387.3600,0
alb,"ALBANY,",298.0701,35.1734,329.9409,42.8626,594.0000,387.3600,0
alb,NEW,331.7451,35.1734,348.1785,42.8626,594.0000,387.3600,0
alb,YORK,349.9828,35.1734,370.4289,42.8626,594.0000,387.3600,0
alb,(ALB),345.6238,25.2433,373.3260,33.8943,594.0000,387.3600,0
alb,AL-10,176.2760,550.5748,194.5657,557.3035,594.0000,387.3600,0
alb,(FAA),196.2808,550.5748,214.5705,557.3035,594.0000,387.3600,0
alb,AIRPORT,18.0439,548.4369,69.5123,561.8943,594.0000,387.3600,0
alb,DIAGRAM,72.5200,548.4369,129.9919,561.8943,594.0000,387.3600,0
alb,AIRPORT,18.0439,29.6351,69.5123,43.0925,594.0000,387.3600,0
alb,DIAGRAM,72.5200,29.6351,129.9919,43.0925,594.0000,387.3600,0
alb,ALBANY,293.4463,558.4563,326.2524,567.1073,594.0000,387.3600,0
alb,INTL,328.2211,558.4563,346.1518,567.1073,594.0000,387.3600,0
alb,ALBANY,293.4463,25.2433,326.2524,33.8943,594.0000,387.3600,0
alb,INTL,328.2211,25.2433,346.1518,33.8943,594.0000,387.3600,0
alb,PDC,25.1012,481.5517,36.8964,487.8001,594.0000,387.3600,0
alb,127.5,25.1012,488.5771,43.6667,494.8256,594.0000,387.3600,0
alb,CLNC,25.1012,495.6026,41.0138,501.8510,594.0000,387.3600,0
alb,DEL,42.5054,495.6026,54.1043,501.8510,594.0000,387.3600,0
alb,121.7,25.1012,502.6280,42.2935,508.8765,594.0000,387.3600,0
alb,348.6,46.1140,502.6280,63.3062,508.8765,594.0000,387.3600,0
alb,GND,25.1012,509.6535,39.0990,515.9019,594.0000,387.3600,0
alb,CON,40.7146,509.6535,54.3570,515.9019,594.0000,387.3600,0
alb,119.5,25.1012,516.6789,42.2935,522.9274,594.0000,387.3600,0
alb,257.8,46.1140,516.6789,63.3062,522.9274,594.0000,387.3600,0
alb,ALBANY,25.1012,523.7043,49.3526,529.9528,594.0000,387.3600,0
alb,TOWER,50.8080,523.7043,71.5026,529.9528,594.0000,387.3600,0
alb,120.45,25.1012,530.7298,45.7301,536.9783,594.0000,387.3600,0
alb,D-ATIS,25.1012,537.7551,44.4231,544.0035,594.0000,387.3600,0
alb,D,27.4069,472.8913,32.0898,479.1384,594.0000,387.3600,0
alb,ILS,149.6398,472.7947,157.9579,479.0432,594.0000,387.3600,0
alb,HOLD,159.3442,472.7947,174.7438,479.0432,594.0000,387.3600,0
alb,AREA,211.5561,234.0867,227.0727,240.3351,594.0000,387.3600,0
alb,TIE-DOWN,204.4829,241.5805,234.0622,247.8289,594.0000,387.3600,0
alb,NO,20.9333,209.5576,29.5428,215.8060,594.0000,387.3600,0
alb,PARKING,31.0334,209.5576,57.5297,215.8060,594.0000,387.3600,0
alb,AREA,59.0202,209.5576,75.2495,215.8060,594.0000,387.3600,0
alb,PARKING,41.8003,140.5442,67.0706,146.7927,594.0000,387.3600,0
alb,GENERAL,26.6746,148.0380,53.1832,154.2864,594.0000,387.3600,0
alb,AVIATION,54.6035,148.0380,82.3677,154.2864,594.0000,387.3600,0
alb,PAD,108.3794,69.2259,120.4070,75.4744,594.0000,387.3600,0
alb,RUN-UP,103.3731,76.7197,126.4363,82.9681,594.0000,387.3600,0
alb,SOUTH,104.5471,84.2135,124.4958,90.4619,594.0000,387.3600,0
alb,PAD,60.6659,463.1632,72.6935,469.4117,594.0000,387.3600,0
alb,RUN-UP,55.6596,470.6570,78.7228,476.9055,594.0000,387.3600,0
alb,NORTH,56.4594,478.1508,77.1564,484.3993,594.0000,387.3600,0
alb,PAD,320.2169,245.7142,332.2444,251.9626,594.0000,387.3600,0
alb,RUN-UP,315.2105,253.2080,338.2737,259.4565,594.0000,387.3600,0
alb,EAST,319.0920,260.7018,334.5714,266.9503,594.0000,387.3600,0
alb,RAMP,155.6907,387.5000,173.2302,393.7484,594.0000,387.3600,0
alb,CARGO,152.9033,394.9938,174.0598,401.2422,594.0000,387.3600,0
alb,FIRE,32.1264,188.3037,44.1027,194.5522,594.0000,387.3600,0
alb,STATION,45.4843,188.3037,69.1218,194.5522,594.0000,387.3600,0
alb,CUSTOMS,39.2892,199.5465,68.5064,205.7950,594.0000,387.3600,0
alb,TERMINAL,36.6268,235.6813,66.3898,241.9297,594.0000,387.3600,0
alb,ARNG,202.4985,191.5970,219.6337,197.8455,594.0000,387.3600,0
alb,NEW,195.1406,199.0908,209.0217,205.3392,594.0000,387.3600,0
alb,YORK,210.5458,199.0908,227.8164,205.3392,594.0000,387.3600,0
alb,HANGAR,184.2242,221.7133,210.4099,227.9617,594.0000,387.3600,0
alb,D,211.9405,221.7133,216.3609,227.9617,594.0000,387.3600,0
alb,HANGAR,243.7621,243.6916,270.2243,249.9401,594.0000,387.3600,0
alb,C,271.7711,243.6916,275.8979,249.9401,594.0000,387.3600,0
alb,HANGAR,243.5867,252.4117,270.0489,258.6602,594.0000,387.3600,0
alb,B,271.5957,252.4117,275.7225,258.6602,594.0000,387.3600,0
alb,HANGAR,235.0639,272.5196,261.2496,278.7680,594.0000,387.3600,0
alb,A,262.7802,272.5196,267.2007,278.7680,594.0000,387.3600,0
alb,276,353.7328,286.1901,365.5034,292.4385,594.0000,387.3600,0
alb,ELEV,352.5616,293.6839,365.9940,299.9323,594.0000,387.3600,0
alb,276,20.9381,278.0106,32.7088,284.2591,594.0000,387.3600,0
alb,ELEV,19.7669,285.5044,33.1994,291.7528,594.0000,387.3600,0
alb,7200,242.1188,298.6148,259.5587,305.4081,594.0000,387.3600,0
alb,X,258.0539,299.1212,264.8703,305.5769,594.0000,387.3600,0
alb,150,263.3410,299.2892,277.2397,305.9700,594.0000,387.3600,0
alb,279,91.5137,487.9423,103.2844,494.1908,594.0000,387.3600,0
alb,ELEV,90.3851,495.4362,103.8176,501.6847,594.0000,387.3600,0
alb,284,146.7423,96.1163,158.5130,102.3647,594.0000,387.3600,0
alb,ELEV,145.6217,103.6101,159.0542,109.8586,594.0000,387.3600,0
alb,8500,129.7569,229.0589,136.4899,244.5649,594.0000,387.3600,0
alb,X,130.2643,223.7495,136.6588,228.6298,594.0000,387.3600,0
alb,150,130.4328,211.3789,137.0529,223.3428,594.0000,387.3600,0
alb,42°45.5'N,26.1100,443.7354,54.5945,449.9839,594.0000,387.3600,0
alb,42°45.0'N,26.1100,312.4324,54.5945,318.6808,594.0000,387.3600,0
alb,42°44.5'N,26.1100,181.1296,54.5945,187.3781,594.0000,387.3600,0
alb,42°44.0'N,26.1100,49.8270,54.5945,56.0754,594.0000,387.3600,0
alb,73°48.5'W,68.2652,64.9250,96.7508,71.1735,594.0000,387.3600,0
alb,73°48.0'W,165.0602,64.9250,193.5458,71.1735,594.0000,387.3600,0
alb,73°47.5'W,261.8552,64.9250,290.3408,71.1735,594.0000,387.3600,0
alb,TWR,166.0979,357.4567,179.8727,363.7051,594.0000,387.3600,0
alb,"S-140,",206.2116,103.7753,224.3242,110.0237,594.0000,387.3600,0
alb,"D-200,",226.0401,103.7753,245.2921,110.0237,594.0000,387.3600,0
alb,2D-400,247.0080,103.7753,267.9759,110.0237,594.0000,387.3600,0
alb,PCR,206.2421,110.8007,219.2371,117.0491,594.0000,387.3600,0
alb,266,220.9560,110.8007,231.2694,117.0491,594.0000,387.3600,0
alb,F/D/X/T,232.9884,110.8007,256.6749,117.0491,594.0000,387.3600,0
alb,RWY,189.0529,117.8262,204.3616,124.0746,594.0000,387.3600,0
alb,10-28,206.0021,117.8262,221.3108,124.0746,594.0000,387.3600,0
alb,"S-140,",206.2116,124.8516,224.3242,131.1000,594.0000,387.3600,0
alb,"D-200,",226.0401,124.8516,245.2921,131.1000,594.0000,387.3600,0
alb,2D-400,247.0080,124.8516,267.9759,131.1000,594.0000,387.3600,0
alb,PCR,206.2421,131.8770,219.2371,138.1255,594.0000,387.3600,0
alb,508,220.9560,131.8770,231.2694,138.1255,594.0000,387.3600,0
alb,F/D/X/T,232.9884,131.8770,256.6749,138.1255,594.0000,387.3600,0
alb,RWY,189.0529,138.9025,204.3616,145.1509,594.0000,387.3600,0
alb,01-19,206.0021,138.9025,221.3108,145.1509,594.0000,387.3600,0
alb,JANUARY,300.0636,358.9745,329.5315,365.2230,594.0000,387.3600,0
alb,2025,331.1103,358.9745,343.7412,365.2230,594.0000,387.3600,0
alb,ANNUAL,282.8542,351.4807,308.2621,357.7292,594.0000,387.3600,0
alb,RATE,309.7669,351.4807,325.4836,357.7292,594.0000,387.3600,0
alb,OF,326.9885,351.4807,334.6813,357.7292,594.0000,387.3600,0
alb,CHANGE,336.1861,351.4807,361.2630,357.7292,594.0000,387.3600,0
alb,0.1°,313.0911,343.9868,324.8718,350.2353,594.0000,387.3600,0
alb,E,326.6567,343.9868,331.0192,350.2353,594.0000,387.3600,0
alb,26022,18.0439,562.3491,36.9005,568.5975,594.0000,387.3600,0
alb,26022,18.0439,24.3083,36.9017,30.5568,594.0000,387.3600,0
alb,TDZL/RCLS,289.6368,78.2815,320.7399,84.5300,594.0000,387.3600,0
alb,Rwy,322.1977,78.2815,333.2126,84.5300,594.0000,387.3600,0
alb,1,334.6704,78.2815,337.5860,84.5300,594.0000,387.3600,1
alb,REIL,289.6368,85.3070,303.4938,91.5555,594.0000,387.3600,0
alb,Rwys,305.0529,85.3070,319.2592,91.5555,594.0000,387.3600,0
alb,28,320.8182,85.3070,327.0545,91.5555,594.0000,387.3600,1
alb,and,328.6136,85.3070,337.6188,91.5555,594.0000,387.3600,0
alb,10,339.1779,85.3070,345.4141,91.5555,594.0000,387.3600,1
alb,HIRL,289.6368,92.3324,304.4865,98.5808,594.0000,387.3600,0
alb,Rwys,306.0778,92.3324,320.5775,98.5808,594.0000,387.3600,0
alb,1-19,322.1688,92.3324,333.8360,98.5808,594.0000,387.3600,0
alb,and,335.4273,92.3324,344.6185,98.5808,594.0000,387.3600,0
alb,10-28,346.2098,92.3324,361.0596,98.5808,594.0000,387.3600,0
alb,FIELD,215.6203,342.5368,232.4256,349.7457,594.0000,387.3600,0
alb,ELEV,216.5571,335.1150,232.0543,342.3239,594.0000,387.3600,0
alb,285,217.5200,327.2970,231.1000,334.5059,594.0000,387.3600,0
alb,READBACK,162.3594,506.5988,196.6985,513.3275,594.0000,387.3600,0
alb,OF,198.2594,506.5988,206.2385,513.3275,594.0000,387.3600,0
alb,ALL,207.7994,506.5988,219.9367,513.3275,594.0000,387.3600,0
alb,RUNWAY,221.4975,506.5988,249.5869,513.3275,594.0000,387.3600,0
alb,HOLDING,251.1478,506.5988,279.5805,513.3275,594.0000,387.3600,0
alb,INSTRUCTIONS,281.1413,506.5988,326.2317,513.3275,594.0000,387.3600,0
alb,IS,327.7925,506.5988,333.3430,513.3275,594.0000,387.3600,0
alb,REQUIRED.,334.9038,506.5988,368.0254,513.3275,594.0000,387.3600,0
alb,CAUTION:,130.2839,515.1738,160.6318,521.9025,594.0000,387.3600,0
alb,BE,162.2200,515.1738,170.3391,521.9025,594.0000,387.3600,0
alb,ALERT,171.9273,515.1738,192.3964,521.9025,594.0000,387.3600,0
alb,TO,193.9846,515.1738,202.4531,521.9025,594.0000,387.3600,0
alb,RUNWAY,204.0413,515.1738,232.6231,521.9025,594.0000,387.3600,0
alb,CROSSING,234.2113,515.1738,265.6265,521.9025,594.0000,387.3600,0
alb,CLEARANCES.,267.2147,515.1738,310.4526,521.9025,594.0000,387.3600,0
alb,P,282.3450,300.8341,288.2477,305.3399,594.0000,387.3600,0
alb,A5,107.1943,504.2668,115.7505,512.0751,594.0000,387.3600,0
alb,P,122.8161,471.2449,129.1085,477.2052,594.0000,387.3600,0
alb,A5,135.1100,82.0616,143.6661,89.8701,594.0000,387.3600,0
alb,P,138.7393,118.1546,145.0285,124.1113,594.0000,387.3600,0
